id,postcode,name,incidents,x,y
1087,29019,Brest,1,"-4,483","48,41"
1088,35238,Rennes,2,"-1,65","48,1"
1089,94034,Fresnes,1,"2,315","48,757"
1090,13213,Marseille 13e Arrondissement,1,"5,444","43,335"
1091,47001,Agen,1,"0,619","44,196"
1092,25056,Besançon,1,"5,966","47,227"
1093,59008,Aniche,1,"3,254","50,336"
1094,69149,Oullins,1,"4,807","45,713"
1095,78192,Dammartin-en-Serve,3,"1,61","48,928"
1096,78638,Vaux-sur-Seine,1,"1,959","49,02"
1097,57232,Francaltroff,1,"6,798","48,979"
1098,91174,Corbeil-Essonnes,1,"2,478","48,604"
1099,33318,Pessac,1,"-0,653","44,783"
1100,49007,Angers,1,"-0,572","47,447"
1101,94073,Thiais,1,"2,389","48,768"
1102,75107,Paris 7e Arrondissement,1,"2,321","48,856"
1103,72181,Le Mans,1,"0,202","48,006"
1104,29019,Brest,1,"-4,517","48,41"
1105,49007,Angers,1,"-0,558","47,468"
1106,29019,Brest,2,"-4,502","48,407"
1107,91421,Montgeron,2,"2,445","48,696"
1108,94028,Créteil,1,"2,445","48,795"
1109,51617,La Veuve,1,"4,337","49,058"
1110,91468,Ormoy,1,"2,468","48,573"
1111,13211,Marseille 11e Arrondissement,2,"5,471","43,29"
1112,87085,Limoges,1,"1,27","45,815"
1113,84004,Aubignan,1,"5,034","44,086"
1114,92050,Nanterre,1,"2,178","48,892"
1115,85112,L'Île-d'Olonne,1,"-1,765","46,55"
1116,56121,Lorient,1,"-3,384","47,751"
1117,75117,Paris 17e Arrondissement,1,"2,307","48,883"
1118,13207,Marseille 7e Arrondissement,1,"5,36","43,292"
1119,93048,Montreuil,1,"2,454","48,873"
1120,92050,Nanterre,2,"2,22","48,915"
1121,95598,Soisy-sous-Montmorency,1,"2,295","48,984"
1122,78423,Montigny-le-Bretonneux,1,"2,047","48,795"
1123,94081,Vitry-sur-Seine,1,"2,398","48,796"
1124,74012,Annemasse,1,"6,269","46,195"
1125,94002,Alfortville,1,"2,421","48,798"
1126,14431,Mézidon Vallée d'Auge,1,"-0,065","49,076"
1127,2A004,Ajaccio,1,"8,743","41,937"
1128,69387,Lyon 7e Arrondissement,1,"4,834","45,743"
1129,64102,Bayonne,1,"-1,467","43,487"
1130,59378,Marcq-en-Barœul,1,"3,106","50,673"
1131,75114,Paris 14e Arrondissement,1,"2,333","48,824"
1132,51454,Reims,1,"4,05","49,261"
1133,75116,Paris 16e Arrondissement,1,"2,264","48,862"
1134,92036,Gennevilliers,1,"2,284","48,942"
1135,22093,Lamballe-Armor,2,"-2,54","48,47"
1136,59350,Lille,1,"3,078","50,624"
1137,93048,Montreuil,1,"2,466","48,861"
1138,91689,Wissous,3,"2,314","48,73"
1139,51612,Blancs-Coteaux,1,"4,001","48,91"
1140,64129,Billère,1,"-0,398","43,305"
1141,1049,La Boisse,1,"5,037","45,845"
1142,40192,Mont-de-Marsan,1,"-0,5","43,889"
1143,75120,Paris 20e Arrondissement,1,"2,413","48,867"
1144,49267,Saint-Barthélemy-d'Anjou,1,"-0,489","47,481"
1145,72181,Le Mans,1,"0,198","48,008"
1146,63075,Chamalières,1,"3,056","45,772"
1147,22278,Saint-Brieuc,1,"-2,764","48,503"
1148,6029,Cannes,1,"7,008","43,556"
1149,87018,Blond,1,"1,062","46,058"
1150,68112,Guebwiller,1,"7,229","47,902"
1151,94068,Saint-Maur-des-Fossés,1,"2,484","48,805"
1152,13005,Aubagne,1,"5,605","43,287"
1153,75108,Paris 8e Arrondissement,1,"2,296","48,873"
1154,87085,Limoges,1,"1,263","45,83"
1155,75120,Paris 20e Arrondissement,2,"2,406","48,851"
1156,38337,Rives,2,"5,512","45,347"
1157,67460,Schwindratzheim,1,"7,602","48,77"
1158,30214,Ribaute-les-Tavernes,1,"4,058","44,051"
1159,94017,Champigny-sur-Marne,1,"2,484","48,829"
1160,94022,Choisy-le-Roi,1,"2,406","48,764"
1161,45234,Orléans,1,"1,889","47,901"
1162,63106,Chauriat,1,"3,287","45,749"
1163,6091,Peille,1,"7,381","43,806"
1164,66195,Le Soler,1,"2,802","42,683"
1165,76447,Montivilliers,1,"0,177","49,547"
1166,49381,Yzernay,1,"-0,704","47,02"
1167,69387,Lyon 7e Arrondissement,1,"4,855","45,743"
1168,67310,Mussig,4,"7,519","48,213"
1169,66136,Perpignan,1,"2,876","42,682"
1170,33334,Portets,1,"-0,424","44,69"
1171,28134,Dreux,1,"1,374","48,734"
1172,76231,Elbeuf,1,"0,995","49,297"
1173,76575,Saint-Étienne-du-Rouvray,2,"1,1","49,398"
1174,67447,Schiltigheim,1,"7,743","48,6"
1175,75113,Paris 13e Arrondissement,1,"2,381","48,823"
1176,92050,Nanterre,1,"2,22","48,915"
1177,22278,Saint-Brieuc,1,"-2,766","48,506"
1178,13106,Septèmes-les-Vallons,1,"5,371","43,403"
1179,11069,Carcassonne,1,"2,382","43,219"
1180,75116,Paris 16e Arrondissement,1,"2,279","48,873"
1181,33080,Cadaujac,1,"-0,528","44,727"
1182,59137,Catillon-sur-Sambre,3,"3,642","50,074"
1183,94028,Créteil,1,"2,43","48,776"
1184,6057,L'Escarène,1,"7,352","43,824"
1185,92048,Meudon,1,"2,233","48,785"
1186,94046,Maisons-Alfort,1,"2,432","48,805"
1187,94011,Bonneuil-sur-Marne,1,"2,494","48,763"
1188,60513,Précy-sur-Oise,1,"2,376","49,204"
1189,75109,Paris 9e Arrondissement,1,"2,329","48,877"
1190,75117,Paris 17e Arrondissement,1,"2,322","48,889"
1191,75119,Paris 19e Arrondissement,1,"2,372","48,889"
1192,75116,Paris 16e Arrondissement,1,"2,226","48,855"
1193,31334,Mauzac,1,"1,281","43,384"
1194,75112,Paris 12e Arrondissement,1,"2,395","48,84"
1195,94017,Champigny-sur-Marne,1,"2,499","48,824"
1196,54395,Nancy,1,"6,16","48,685"
1197,6088,Nice,1,"7,223","43,675"
1198,37261,Tours,1,"0,706","47,412"
1199,92051,Neuilly-sur-Seine,1,"2,274","48,881"
1200,34154,Mauguio,1,"3,992","43,622"
1201,54546,Vandières,1,"6,031","48,969"
1202,44026,Carquefou,1,"-1,438","47,288"
1203,33179,Galgon,3,"-0,284","45,005"
1204,13216,Marseille 16e Arrondissement,1,"5,337","43,364"
1205,92012,Boulogne-Billancourt,1,"2,253","48,837"
1206,33063,Bordeaux,1,"-0,569","44,86"
1207,93010,Bondy,1,"2,471","48,903"
1208,74137,Groisy,1,"6,17","46,001"
1209,59312,Honnecourt-sur-Escaut,1,"3,172","50,014"
1210,38185,Grenoble,1,"5,72","45,198"
1211,75117,Paris 17e Arrondissement,1,"2,312","48,894"
1212,93051,Noisy-le-Grand,7,"2,549","48,836"
1213,31113,Castanet-Tolosan,1,"1,52","43,517"
1214,92073,Suresnes,2,"2,229","48,867"
1215,4137,Nibles,2,"6,026","44,291"
1216,69266,Villeurbanne,1,"4,892","45,783"
1217,94034,Fresnes,1,"2,34","48,753"
1218,21247,Époisses,1,"4,172","47,483"
1219,83058,Flayosc,1,"6,36","43,543"
1220,22372,Trémuson,1,"-2,853","48,534"
1221,95539,Saint-Brice-sous-Forêt,1,"2,352","48,996"
1222,75111,Paris 11e Arrondissement,1,"2,389","48,852"
1223,1196,Jayat,5,"5,126","46,349"
1224,13216,Marseille 16e Arrondissement,2,"5,345","43,362"
1225,54215,Frouard,1,"6,13","48,761"
1226,8105,Charleville-Mézières,1,"4,713","49,772"
1227,51108,Châlons-en-Champagne,2,"4,402","48,935"
1228,44047,Couëron,1,"-1,713","47,213"
1229,68291,Rumersheim-le-Haut,1,"7,487","47,861"
1230,51454,Reims,1,"4,041","49,254"
1231,58194,Nevers,1,"3,161","46,989"
1232,93005,Aulnay-sous-Bois,1,"2,496","48,959"
1233,75113,Paris 13e Arrondissement,1,"2,36","48,826"
1234,49007,Angers,1,"-0,567","47,454"
1235,31555,Toulouse,1,"1,456","43,635"
1236,64189,Ciboure,1,"-1,667","43,384"
1237,13056,Martigues,1,"5,042","43,413"
1238,91326,Juvisy-sur-Orge,1,"2,378","48,69"
1239,13210,Marseille 10e Arrondissement,1,"5,422","43,272"
1240,63113,Clermont-Ferrand,1,"3,077","45,777"
1241,87085,Limoges,2,"1,28","45,824"
1242,51108,Châlons-en-Champagne,1,"4,341","48,954"
1243,69386,Lyon 6e Arrondissement,1,"4,847","45,773"
1244,92040,Issy-les-Moulineaux,1,"2,277","48,818"
1245,75113,Paris 13e Arrondissement,1,"2,373","48,823"
1246,75115,Paris 15e Arrondissement,1,"2,318","48,842"
1247,94079,Villiers-sur-Marne,1,"2,54","48,836"
1248,67482,Strasbourg,1,"7,692","48,592"
1249,93070,Saint-Ouen-sur-Seine,1,"2,339","48,904"
1250,91521,Ris-Orangis,1,"2,4","48,636"
1251,93078,Villepinte,1,"2,499","48,971"
1252,75103,Paris 3e Arrondissement,1,"2,36","48,866"
1253,92047,Marnes-la-Coquette,1,"2,173","48,835"
1254,75114,Paris 14e Arrondissement,1,"2,318","48,837"
1255,75114,Paris 14e Arrondissement,1,"2,33","48,819"
1256,77077,Chambry,1,"2,879","48,999"
1257,58280,Sougy-sur-Loire,1,"3,395","46,848"
1258,92048,Meudon,1,"2,234","48,819"
1259,93027,La Courneuve,1,"2,405","48,927"
1260,29019,Brest,1,"-4,48","48,386"
1261,17300,La Rochelle,1,"-1,155","46,161"
1262,6059,Èze,1,"7,383","43,732"
1263,50218,Granville,1,"-1,551","48,837"
1264,94022,Choisy-le-Roi,1,"2,425","48,776"
1265,17022,Asnières-la-Giraud,1,"-0,528","45,883"
1266,95582,Sannois,3,"2,268","48,964"
1267,50389,Ouville,1,"-1,362","49,013"
1268,75116,Paris 16e Arrondissement,1,"2,27","48,85"
1269,75119,Paris 19e Arrondissement,1,"2,383","48,895"
1270,37122,Joué-lès-Tours,1,"0,665","47,35"
1271,64348,Lons,1,"-0,38","43,342"
1272,92036,Gennevilliers,2,"2,298","48,938"
1273,69029,Bron,1,"4,907","45,746"
1274,37261,Tours,1,"0,717","47,42"
1275,22278,Saint-Brieuc,1,"-2,758","48,513"
1276,22339,Taden,1,"-2,054","48,467"
1277,12154,Montlaur,1,"2,799","43,878"
1278,75116,Paris 16e Arrondissement,1,"2,286","48,867"
1279,13117,Vitrolles,1,"5,261","43,433"
1280,94059,Le Plessis-Trévise,1,"2,572","48,805"
1281,92073,Suresnes,1,"2,219","48,865"
1282,27112,Breteuil,1,"0,94","48,853"
1283,95026,Asnières-sur-Oise,1,"2,367","49,137"
1284,92025,Colombes,1,"2,256","48,934"
1285,13043,Gignac-la-Nerthe,1,"5,232","43,393"
1286,60029,Auneuil,1,"1,99","49,375"
1287,69275,Décines-Charpieu,3,"4,949","45,754"
1288,71306,Montceau-les-Mines,1,"4,366","46,679"
1289,13053,Mallemort,1,"5,166","43,736"
1290,33063,Bordeaux,1,"-0,557","44,884"
1291,29236,Riec-sur-Bélon,1,"-3,612","47,871"
1292,75119,Paris 19e Arrondissement,1,"2,373","48,894"
1293,77111,Chessy,3,"2,771","48,856"
1294,75119,Paris 19e Arrondissement,1,"2,37","48,883"
1295,80561,Montdidier,1,"2,568","49,652"
1296,81052,Cambon,1,"2,266","43,918"
1297,91122,Bures-sur-Yvette,1,"2,163","48,696"
1298,93062,Le Raincy,1,"2,519","48,899"
1299,14536,La Rivière-Saint-Sauveur,1,"0,253","49,405"
1300,67389,Reichstett,1,"7,732","48,649"
1301,78522,Rochefort-en-Yvelines,2,"1,967","48,578"
1302,28084,Chartainvilliers,2,"1,569","48,528"
1303,75110,Paris 10e Arrondissement,1,"2,353","48,88"
1304,91521,Ris-Orangis,2,"2,42","48,642"
1305,94017,Champigny-sur-Marne,1,"2,517","48,813"
1306,5061,Gap,1,"6,066","44,544"
1307,59279,Halluin,1,"3,13","50,774"
1308,45232,Olivet,1,"1,912","47,868"
1309,33063,Bordeaux,1,"-0,552","44,834"
1310,13210,Marseille 10e Arrondissement,1,"5,394","43,282"
1311,91174,Corbeil-Essonnes,1,"2,467","48,606"
1312,92062,Puteaux,1,"2,23","48,88"
1313,68364,Westhalten,1,"7,269","47,95"
1314,27299,Gravigny,1,"1,161","49,044"
1315,93001,Aubervilliers,1,"2,375","48,904"
1316,94068,Saint-Maur-des-Fossés,1,"2,497","48,791"
1317,69382,Lyon 2e Arrondissement,1,"4,827","45,745"
1318,69024,Val d'Oingt,2,"4,594","45,947"
1319,69266,Villeurbanne,1,"4,903","45,765"
1320,51172,Cormontreuil,1,"4,05","49,216"
1321,75113,Paris 13e Arrondissement,1,"2,346","48,816"
1322,93027,La Courneuve,1,"2,383","48,923"
1323,93048,Montreuil,1,"2,439","48,861"
1324,29095,Kersaint-Plabennec,1,"-4,357","48,459"
1325,94034,Fresnes,1,"2,331","48,754"
1326,22232,Plourhan,1,"-2,908","48,635"
1327,92007,Bagneux,1,"2,292","48,796"
1328,95018,Argenteuil,1,"2,278","48,956"
1329,21054,Beaune,7,"4,838","47,038"
1330,14499,Petiville,1,"-0,182","49,246"
1331,33318,Pessac,2,"-0,658","44,802"
1332,75103,Paris 3e Arrondissement,1,"2,355","48,864"
1333,92002,Antony,1,"2,307","48,759"
1334,92002,Antony,2,"2,311","48,732"
1335,90010,Belfort,1,"6,857","47,635"
1336,22030,Caouënnec-Lanvézéac,3,"-3,378","48,702"
1337,26377,Vinsobres,1,"5,056","44,316"
1338,56206,Saint-Avé,1,"-2,74","47,679"
1339,29236,Riec-sur-Bélon,1,"-3,663","47,85"
1340,69389,Lyon 9e Arrondissement,1,"4,807","45,777"
1341,1074,Chalamont,3,"5,179","46,015"
1342,64282,Jatxou,1,"-1,414","43,419"
1343,66050,Claira,1,"2,97","42,746"
1344,29019,Brest,1,"-4,477","48,39"
1345,75115,Paris 15e Arrondissement,1,"2,282","48,849"
1346,76319,Grand-Couronne,3,"0,979","49,344"
1347,85146,Montaigu-Vendée,1,"-1,345","46,962"
1348,93072,Stains,2,"2,383","48,956"
1349,27229,Évreux,2,"1,16","49,031"
1350,45208,Montargis,1,"2,72","47,996"
1351,93048,Montreuil,1,"2,458","48,878"
1352,75114,Paris 14e Arrondissement,3,"2,304","48,825"
1353,93073,Tremblay-en-France,1,"2,594","48,941"
1354,75110,Paris 10e Arrondissement,1,"2,365","48,881"
1355,74195,Musièges,2,"5,96","46,005"
1356,80021,Amiens,1,"2,28","49,871"
1357,94004,Boissy-Saint-Léger,1,"2,514","48,746"
1358,69225,Saint-Marcel-l'Éclairé,2,"4,43","45,882"
1359,59143,La Chapelle-d'Armentières,1,"2,885","50,665"
1360,60589,Saint-Maximin,2,"2,459","49,233"
1361,13215,Marseille 15e Arrondissement,2,"5,373","43,341"
1362,69259,Vénissieux,1,"4,873","45,696"
1363,37170,Neuvy-le-Roi,1,"0,579","47,576"
1364,62460,Hubersent,1,"1,74","50,583"
1365,40134,Labouheyre,1,"-0,916","44,226"
1366,31555,Toulouse,1,"1,407","43,562"
1367,64445,Pau,1,"-0,368","43,305"
1368,26129,Eymeux,1,"5,181","45,083"
1369,92050,Nanterre,1,"2,204","48,902"
1370,74171,Massongy,1,"6,343","46,315"
1371,30333,Uchaud,1,"4,267","43,766"
1372,49328,Saumur,1,"-0,07","47,267"
1373,78498,Poissy,1,"2,049","48,929"
1374,84007,Avignon,1,"4,832","43,936"
1375,64284,Jurançon,1,"-0,405","43,291"
1376,94068,Saint-Maur-des-Fossés,1,"2,474","48,808"
1377,35238,Rennes,2,"-1,634","48,088"
1378,3314,Villebret,1,"2,637","46,306"
1379,92048,Meudon,1,"2,234","48,815"
1380,13106,Septèmes-les-Vallons,1,"5,367","43,408"
1381,93063,Romainville,1,"2,446","48,878"
1382,92077,Ville-d'Avray,1,"2,198","48,826"
1383,94017,Champigny-sur-Marne,1,"2,521","48,827"
1384,25056,Besançon,2,"6,005","47,266"
1385,38421,Saint-Martin-d'Hères,3,"5,765","45,164"
1386,45169,Ingré,1,"1,832","47,922"
1387,37195,La Riche,2,"0,655","47,385"
1388,72181,Le Mans,1,"0,152","48,016"
1389,40209,Ondres,1,"-1,456","43,563"
1390,49007,Angers,1,"-0,566","47,45"
1391,13211,Marseille 11e Arrondissement,2,"5,464","43,295"
1392,75115,Paris 15e Arrondissement,1,"2,286","48,847"
1393,38185,Grenoble,1,"5,725","45,175"
1394,44109,Nantes,2,"-1,545","47,214"
1395,76498,Le Petit-Quevilly,1,"1,059","49,42"
1396,75101,Paris 1er Arrondissement,1,"2,349","48,86"
1397,69276,Feyzin,1,"4,848","45,678"
1398,57463,Metz,3,"6,227","49,089"
1399,38197,Janneyrias,1,"5,096","45,743"
1400,92040,Issy-les-Moulineaux,1,"2,268","48,823"
1401,94015,Bry-sur-Marne,1,"2,526","48,829"
1402,34172,Montpellier,1,"3,884","43,632"
1403,94028,Créteil,1,"2,46","48,772"
1404,69290,Saint-Priest,1,"4,94","45,689"
1405,78490,Plaisir,1,"1,964","48,799"
1406,57439,Manderen-Ritzing,1,"6,431","49,45"
1407,75116,Paris 16e Arrondissement,1,"2,288","48,864"
1408,67482,Strasbourg,1,"7,783","48,57"
1409,27562,Saint-Marcel,1,"1,453","49,103"
1410,44089,Malville,1,"-1,86","47,345"
1411,75111,Paris 11e Arrondissement,2,"2,37","48,866"
1412,75112,Paris 12e Arrondissement,1,"2,379","48,851"
1413,81074,Cunac,2,"2,203","43,926"
1414,6069,Grasse,1,"6,934","43,662"
1415,42218,Saint-Étienne,1,"4,408","45,463"
1416,92040,Issy-les-Moulineaux,1,"2,273","48,818"
1417,95210,Enghien-les-Bains,3,"2,31","48,973"
1418,13041,Gardanne,1,"5,456","43,454"
1419,61001,Alençon,1,"0,108","48,441"
1420,11069,Carcassonne,1,"2,345","43,194"
1421,75115,Paris 15e Arrondissement,1,"2,295","48,85"
1422,18033,Bourges,1,"2,4","47,1"
1423,92036,Gennevilliers,1,"2,304","48,941"
1424,94028,Créteil,1,"2,432","48,776"
1425,93029,Drancy,1,"2,436","48,916"
1426,44109,Nantes,1,"-1,511","47,246"
1427,69388,Lyon 8e Arrondissement,1,"4,874","45,731"
1428,27681,Vernon,3,"1,472","49,072"
1429,52056,Blessonville,2,"5,038","48,041"
1430,92076,Vaucresson,1,"2,146","48,838"
1431,69385,Lyon 5e Arrondissement,1,"4,824","45,756"
1432,92036,Gennevilliers,3,"2,318","48,934"
1433,4033,Ubaye-Serre-Ponçon,1,"6,317","44,454"
1434,50464,Saint-Denis-le-Vêtu,1,"-1,414","48,985"
1435,2B223,Pietralba,2,"9,185","42,536"
1436,27375,Louviers,1,"1,175","49,231"
1437,47031,Boé,1,"0,631","44,188"
1438,10362,Sainte-Savine,1,"4,035","48,292"
1439,77279,Marolles-sur-Seine,1,"3,009","48,379"
1440,35238,Rennes,1,"-1,661","48,085"
1441,77437,Saint-Soupplets,1,"2,796","49,036"
1442,93066,Saint-Denis,1,"2,364","48,917"
1443,67345,Oberhoffen-sur-Moder,1,"7,871","48,771"
1444,75111,Paris 11e Arrondissement,1,"2,398","48,848"
1445,38185,Grenoble,3,"5,752","45,172"
1446,94041,Ivry-sur-Seine,1,"2,371","48,813"
1447,74056,Chamonix-Mont-Blanc,2,"6,888","45,94"
1448,31069,Blagnac,1,"1,381","43,644"
1449,92047,Marnes-la-Coquette,2,"2,166","48,834"
1450,93066,Saint-Denis,1,"2,379","48,935"
1451,93001,Aubervilliers,1,"2,376","48,907"
1452,92036,Gennevilliers,1,"2,293","48,941"
1453,46127,Gourdon,1,"1,375","44,732"
1454,58302,Varennes-lès-Narcy,1,"3,065","47,227"
1455,94018,Charenton-le-Pont,1,"2,402","48,821"
1456,54547,Vandœuvre-lès-Nancy,1,"6,178","48,654"
1457,54395,Nancy,1,"6,18","48,688"
1458,93051,Noisy-le-Grand,1,"2,553","48,849"
1459,69259,Vénissieux,1,"4,882","45,711"
1460,93010,Bondy,1,"2,474","48,891"
1461,13028,La Ciotat,2,"5,599","43,185"
1462,76223,Écalles-Alix,4,"0,799","49,628"
1463,42094,Feurs,1,"4,227","45,72"
1464,85051,Chantonnay,2,"-1,066","46,71"
1465,47252,Sainte-Livrade-sur-Lot,1,"0,595","44,399"
1466,52448,Saint-Dizier,4,"4,917","48,642"
1467,49267,Saint-Barthélemy-d'Anjou,1,"-0,461","47,472"
1468,62801,Souchez,1,"2,745","50,394"
1469,14119,Cagny,1,"-0,255","49,146"
1470,59507,Ronchin,1,"3,077","50,607"
1471,12169,Naucelle,1,"2,332","44,198"
1472,75112,Paris 12e Arrondissement,1,"2,414","48,84"
1473,13117,Vitrolles,2,"5,236","43,427"
1474,75112,Paris 12e Arrondissement,1,"2,389","48,828"
1475,45234,Orléans,1,"1,905","47,891"
1476,62178,Bruay-la-Buissière,1,"2,544","50,476"
1477,59553,Santes,1,"2,956","50,597"
1478,38185,Grenoble,2,"5,71","45,162"
1479,79191,Niort,1,"-0,467","46,31"
1480,95306,Herblay-sur-Seine,1,"2,127","49,005"
1481,92023,Clamart,3,"2,277","48,806"
1482,94073,Thiais,1,"2,406","48,752"
1483,17218,Marans,1,"-0,991","46,306"
1484,93007,Le Blanc-Mesnil,1,"2,48","48,936"
1485,74256,Sallanches,1,"6,636","45,922"
1486,92050,Nanterre,1,"2,21","48,906"
1487,49353,Trélazé,1,"-0,496","47,446"
1488,62623,Nouvelle-Église,3,"2,056","50,923"
1489,93051,Noisy-le-Grand,1,"2,55","48,84"
1490,75116,Paris 16e Arrondissement,2,"2,274","48,876"
1491,73065,Chambéry,1,"5,893","45,599"
1492,92064,Saint-Cloud,1,"2,223","48,854"
1493,19041,Chanac-les-Mines,2,"1,837","45,279"
1494,74012,Annemasse,1,"6,231","46,186"
1495,13103,Salon-de-Provence,1,"5,096","43,674"
1496,2359,Grugies,2,"3,289","49,812"
1497,10387,Troyes,1,"4,071","48,291"
1498,56260,Vannes,1,"-2,76","47,655"
1499,72181,Le Mans,1,"0,205","47,991"
1500,92026,Courbevoie,1,"2,248","48,894"
1501,69199,Saint-Fons,3,"4,844","45,712"
1502,76575,Saint-Étienne-du-Rouvray,1,"1,079","49,389"
1503,44109,Nantes,1,"-1,549","47,235"
1504,74309,Viry,1,"6,025","46,096"
1505,92012,Boulogne-Billancourt,1,"2,233","48,851"
1506,39367,Morbier,2,"5,995","46,567"
1507,70163,Colombier,1,"6,244","47,676"
1508,54395,Nancy,1,"6,183","48,69"
1509,29233,Quimperlé,1,"-3,562","47,827"
1510,93031,Épinay-sur-Seine,1,"2,324","48,953"
1511,17415,Saintes,1,"-0,675","45,727"
1512,91477,Palaiseau,2,"2,254","48,715"
1513,6088,Nice,2,"7,201","43,669"
1514,75101,Paris 1er Arrondissement,1,"2,35","48,861"
1515,93066,Saint-Denis,4,"2,358","48,939"
1516,35238,Rennes,1,"-1,663","48,11"
1517,35238,Rennes,3,"-1,674","48,11"
1518,66114,Montescot,1,"2,924","42,607"
1519,69389,Lyon 9e Arrondissement,1,"4,808","45,775"
1520,93005,Aulnay-sous-Bois,2,"2,477","48,946"
1521,42218,Saint-Étienne,1,"4,403","45,429"
1522,93005,Aulnay-sous-Bois,1,"2,476","48,949"
1523,44190,Saint-Sébastien-sur-Loire,1,"-1,518","47,207"
1524,92040,Issy-les-Moulineaux,1,"2,279","48,827"
1525,59378,Marcq-en-Barœul,1,"3,082","50,652"
1526,59599,Tourcoing,2,"3,152","50,698"
1527,7302,Saint-Vincent-de-Barrès,2,"4,706","44,661"
1528,13081,Rognac,2,"5,24","43,491"
1529,83137,Toulon,2,"5,908","43,128"
1530,67482,Strasbourg,1,"7,786","48,577"
1531,77337,Noisiel,1,"2,619","48,829"
1532,74010,Annecy,1,"6,116","45,91"
1533,19031,Brive-la-Gaillarde,1,"1,532","45,165"
1534,76351,Le Havre,1,"0,138","49,5"
1535,93029,Drancy,1,"2,429","48,918"
1536,93008,Bobigny,1,"2,452","48,91"
1537,93077,Villemomble,1,"2,509","48,887"
1538,84007,Avignon,1,"4,842","43,946"
1539,56007,Auray,1,"-2,988","47,664"
1540,10081,La Chapelle-Saint-Luc,1,"4,027","48,321"
1541,72181,Le Mans,1,"0,22","47,982"
1542,91086,Bondoufle,1,"2,377","48,624"
1543,33529,La Teste-de-Buch,1,"-1,124","44,61"
1544,29232,Quimper,1,"-4,046","47,983"
1545,95682,Villiers-le-Sec,1,"2,391","49,068"
1546,93029,Drancy,1,"2,456","48,922"
1547,34172,Montpellier,1,"3,839","43,611"
1548,6088,Nice,1,"7,195","43,709"
1549,64445,Pau,1,"-0,386","43,297"
1550,93055,Pantin,1,"2,401","48,896"
1551,75119,Paris 19e Arrondissement,2,"2,393","48,9"
1552,75108,Paris 8e Arrondissement,1,"2,319","48,864"
1553,74012,Annemasse,1,"6,234","46,19"
1554,91115,Bruyères-le-Châtel,1,"2,192","48,593"
1555,70171,Corbenay,1,"6,33","47,899"
1556,67482,Strasbourg,1,"7,707","48,564"
1557,13210,Marseille 10e Arrondissement,1,"5,425","43,286"
1558,21038,Auxonne,1,"5,391","47,197"
1559,9122,Foix,1,"1,609","42,964"
1560,63113,Clermont-Ferrand,1,"3,094","45,772"
1561,63063,Cébazat,1,"3,118","45,84"
1562,77243,Lagny-sur-Marne,3,"2,679","48,876"
1563,12254,Salles-la-Source,1,"2,521","44,429"
1564,81202,Parisot,1,"1,859","43,788"
1565,93070,Saint-Ouen-sur-Seine,1,"2,328","48,901"
1566,13208,Marseille 8e Arrondissement,1,"5,382","43,255"
1567,67482,Strasbourg,1,"7,77","48,538"
1568,13047,Istres,1,"4,977","43,5"
1569,83009,Bandol,2,"5,77","43,142"
1570,48099,Bourgs sur Colagne,1,"3,268","44,533"
1571,67482,Strasbourg,1,"7,749","48,553"
1572,75111,Paris 11e Arrondissement,1,"2,375","48,861"
1573,75119,Paris 19e Arrondissement,1,"2,387","48,883"
1574,93006,Bagnolet,1,"2,423","48,877"
1575,86293,Vivonne,2,"0,267","46,457"
1576,35238,Rennes,1,"-1,658","48,093"
1577,54547,Vandœuvre-lès-Nancy,1,"6,165","48,665"
1578,66136,Perpignan,1,"2,909","42,688"
1579,73215,Valgelon-La Rochette,1,"6,107","45,456"
1580,70421,Port-sur-Saône,1,"6,013","47,691"
1581,6159,Villefranche-sur-Mer,1,"7,307","43,701"
1582,44109,Nantes,1,"-1,58","47,263"
1583,93066,Saint-Denis,2,"2,358","48,915"
1584,54528,Toul,1,"5,888","48,672"
1585,46009,Assier,1,"1,863","44,664"
1586,31446,Ramonville-Saint-Agne,3,"1,48","43,535"
1587,44109,Nantes,1,"-1,53","47,208"
1588,37261,Tours,1,"0,69","47,387"
1589,27284,Gisors,1,"1,775","49,28"
1590,76540,Rouen,1,"1,083","49,426"
1591,6023,Breil-sur-Roya,1,"7,518","43,947"
1592,59507,Ronchin,1,"3,076","50,604"
1593,75110,Paris 10e Arrondissement,1,"2,359","48,88"
1594,88429,Saint-Nabord,2,"6,596","48,071"
1595,81257,Saint-Juéry,1,"2,199","43,945"
1596,69029,Bron,1,"4,915","45,725"
1597,49007,Angers,1,"-0,561","47,47"
1598,35115,Fougères,1,"-1,193","48,359"
1599,40210,Onesse-Laharie,2,"-1,005","44,076"
1600,13214,Marseille 14e Arrondissement,2,"5,378","43,322"
1601,73011,Albertville,2,"6,368","45,66"
1602,54395,Nancy,1,"6,18","48,688"
1603,49022,Beaulieu-sur-Layon,2,"-0,606","47,317"
1604,68295,Sainte-Croix-en-Plaine,1,"7,381","47,996"
1605,21414,Mimeure,2,"4,495","47,156"
1606,91103,Brétigny-sur-Orge,1,"2,298","48,625"
1607,92051,Neuilly-sur-Seine,2,"2,263","48,889"
1608,93066,Saint-Denis,1,"2,349","48,934"
1609,75118,Paris 18e Arrondissement,1,"2,347","48,887"
1610,95218,Éragny,1,"2,096","49,019"
